Id da Organização,Deployment,API,Version,Data
27351731,Orbi-Bank-–-Version-1.20.0,webhook,v1,02-08-2023
28127603,Open-Finance-Banestes-2.0,webhook,v1,24-08-2023
28195667,v1.0.0,webhook,v1,02-08-2023
30306294,BTG-Banking,webhook,v1,04-08-2023
30306294,BTG-Empresas,webhook,v1,08-08-2023
30723871,Payments-v2-webhook,webhook,v1,16-09-2023
30723886,Banco-Modal---Open-Finance-V1.0,webhook,v1,28-09-2023
30980539,Iniciador-SaaS-Detentora-v1.0.1,webhook,v1,08-08-2023
31872495,DCR-DCM-PAGTO-Webhook-version-1.0.0-rc.2,webhook,v1,02-08-2023
31880826,1.0.0,webhook,v1,14-09-2023
33172537,v1.0.0,webhook,v1,30-08-2023
33264668,BANCO-XP-S.A.-Open-Banking-2.0,webhook,v1,04-08-2023
33923798,Master-Webhook-1.0.0,webhook,v1,04-08-2023
34335592,ÓTIMO-SCD-OBB-V2-,webhook,v1,02-08-2023
36586946,Certificação-Payments---Webhook-v1.0.0-|-BONUSPAGO,webhook,v1,12-08-2023
37241230,v2.1.1-rc8,webhook,v1,08-08-2023
37715993,Accredito-Lina-OPFI-webhook-v1,webhook,v1,02-08-2023
37880206,Cora-Auth-2.0.0,webhook,v1,03-09-2023
38129006,https:web.conformance.directory.openbankingbrasi,webhook,v1,14-09-2023
40654622,1.0.0,webhook,v1,20-09-2023
43180355,Open-Banking---Fase-3-–-V1---Webhook,webhook,v1,04-08-2023
45246410,Banco-Genial-–-GO!BaaS-1.2,webhook,v1,02-08-2023
54403563,Banco-Arbi-Webhook-1.0.0,webhook,v1,16-08-2023
58160789,Safra-Open-Finance-2.0,webhook,v1,09-08-2023
58616418,Banco-Fibra-Authorization-Server-v2.0,webhook,v1,02-08-2023
59285411,v1.0.0-rc.2--webhook,webhook,v1,04-08-2023
59588111,Webhook---v1.0.0,webhook,v1,02-08-2023
60701190,Itaú-Unibanco---Payments---Webhook----v1.0.0-rc.1,webhook,v1,08-08-2023
60746948,5.0.14-build:-1d1d30567d25e8bd2e126d617d9b52394bd7,webhook,v1,04-08-2023
60779196,CREFISA-PIX-PAYMENTS-v2.0.0,webhook,v1,10-08-2023
60850229,Payments---Webhook---v1.0.0-rc.-1,webhook,v1,09-08-2023
60889128,Webhook-v1.0.0,webhook,v1,08-08-2023
61024352,dcr-dcm-pagto-test-plan-5.0.14,webhook,v1,10-08-2023
61186680,Webhook---version:-1.0.0,webhook,v1,19-08-2023
62109566,Credisan-Webhook-Payment-v1.0,webhook,v1,09-08-2023
62232889,v1.0.0,webhook,v1,16-08-2023
68900810,Banco-Rendimento-–-Open-Banking-Brazil-V2.0,webhook,v1,05-08-2023
71027866,dcr-dcm-pagto-test-plan---5.0.14-build:-4d602f08cf,webhook,v1,06-08-2023
76461557,CredicoopavelAuthorization-Server-Homo-v23.0.6.1,webhook,v1,15-08-2023
78157146,CM-Credialianca-Payments-2.0.0-webhook,webhook,v1,11-08-2023
78632767,Open-Banking-Brazil-v2.0.0,webhook,v1,02-08-2023
81723108,Credicoamo-WebHook-OpenFinance-v1.0,webhook,v1,04-08-2023
90400888,Santander-webhook-v1.0.0,webhook,v1,11-08-2023
92702067,Banrisul-Webhooks-1.0.0,webhook,v1,05-08-2023
92874270,5.0.14-build:-2c56ff679ea5e8d9bdcaa417ffcee7de6a95,webhook,v1,30-08-2023
